Title,Rating,Voting,Duration,Duration (min),Genre
Guntur Kaaram,5.4,,2h 39m,159,Crime
Yodha,5.7,,2h 10m,130,Crime
A.R.M,7.1,,2h 30m,150,Crime
Hellhound,4.3,,1h 43m,103,Crime
Tales Beyond the Galaxy,4.7,,1h 16m,76,Crime
Devil's Knight,5.2,,1h 30m,90,Crime
72 Hours,4.1,,1h 27m,87,Crime
Nice Girls,4.2,,1h 32m,92,Crime
A Legend,4.7,,2h 9m,129,Crime
Black Heat,8.5,,1h 33m,93,Crime
Bonnie,7.3,,2h,120,Crime
Vettaiyan,7.0,,2h 43m,163,Crime
The Hangman,3.3,,1h 32m,92,Crime
Continental Split,3.6,,1h 28m,88,Crime
Chandu Champion,7.8,,2h 22m,142,Crime
Mahadev Ka Gorakhpur,7.6,,2h 11m,131,Crime
Fight Another Day,4.9,,1h 37m,97,Crime
Wanted Man,4.8,,1h 25m,85,Crime
Ferry 2,5.6,,1h 34m,94,Crime
Ryan's World the Movie: Titan Universe Adventure,1.8,,1h 20m,80,Crime
12 to Midnight,3.6,,1h 36m,96,Crime
The Last Front,5.5,,1h 38m,98,Crime
Bagheera,6.7,,2h 38m,158,Crime
The Lockdown,4.3,,1h 57m,117,Crime
WWII: Operation Phoenix,6.2,,1h 46m,106,Crime
Alien Country,4.4,,1h 36m,96,Crime
Snow White and the Seven Samurai,3.2,,1h 28m,88,Crime
War of the Worlds: Extinction,3.0,,1h 24m,84,Crime
Raayan,6.5,,2h 25m,145,Crime
The Firefighters,5.7,,1h 46m,106,Crime
Thangalaan,6.6,,2h 36m,156,Crime
Drive Back,4.6,,1h 34m,94,Crime
Vedaa,6.0,,2h 25m,145,Crime
Cells at Work!,6.7,,1h 49m,109,Crime
Rats!,6.6,,1h 25m,85,Crime
Jacob Tyler,4.3,,2h 13m,133,Crime
Dirty Money,5.6,,1h 40m,100,Crime
"Love, Courage and the Battle of Bushy Run",5.0,,1h 53m,113,Crime
Bionic,4.3,,1h 50m,110,Crime
Max,7.1,,2h 12m,132,Crime
The Ballad of Davy Crockett,4.6,,1h 36m,96,Crime
Mura,7.3,,2h 9m,129,Crime
Auron Mein Kahan Dum Tha,6.5,,2h 30m,150,Crime
Shark Warning,3.4,,1h 34m,94,Crime
Terminator: Skynet Rising,6.7,,1h 28m,88,Crime
Citizen of a Kind,6.7,,1h 54m,114,Crime
Escape from the 21st Century,6.5,,1h 38m,98,Crime
Art of Eight Limbs,4.0,,1h 41m,101,Crime
Kingdom 4: Return of the Great General,7.1,,2h 25m,145,Crime
Invasion,4.8,,1h 31m,91,Crime
Get Fast,3.7,,1h 28m,88,Crime
Eagle,5.9,,2h 39m,159,Crime
Mission: Cross,6.1,,1h 45m,105,Crime
Don't Mess with Grandma,6.0,,1h 21m,81,Crime
GTMax,5.0,,1h 40m,100,Crime
Bhaiyya Ji,4.8,,2h 30m,150,Crime
School of Magical Animals 3,5.8,,1h 45m,105,Crime
Naam,6.3,,2h 16m,136,Crime
Virunnu,6.9,,2h 5m,125,Crime
The Friendly,8.1,,1h 41m,101,Crime
Yolo,6.9,,2h 9m,129,Crime
Operation Undead,4.6,,1h 50m,110,Crime
Stuntman,6.9,,1h 54m,114,Crime
5 Pounds of Pressure,6.7,,1h 51m,111,Crime
Roadkill,3.7,,1h 30m,90,Crime
The Bouncer,4.1,,1h 18m,78,Crime
Conquer: Lahad Datu,6.6,,2h,120,Crime
Cassino in Ischia,4.4,,1h 53m,113,Crime
Martin,2.2,,2h 27m,147,Crime
Big City Greens the Movie: Spacecation,6.2,,1h 23m,83,Crime
Pimpinero: Blood and Oil,5.6,,2h 1m,121,Crime
Tillu Square,6.6,,2h 17m,137,Crime
The Last Ronin,4.9,,1h 55m,115,Crime
Hunting with Tigers,5.6,,1h 49m,109,Crime
Six jours,6.1,,1h 35m,95,Crime
Snatched,4.9,,1h 41m,101,Crime
Sons of Rizk 3,6.7,,2h 5m,125,Crime
Warrior Awang and Master Tok Gajah,4.6,,1h 58m,118,Crime
Nothing Even Matters,5.5,,1h 30m,90,Crime
Taken from Rio Bravo,3.0,,1h 20m,80,Crime
Crakk: Jeetega... Toh Jiyegaa,4.7,,2h 34m,154,Crime
No Time to Spy: A Loud House Movie,6.4,,1h 21m,81,Crime
American Underdog,8.7,,1h 29m,89,Crime
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,,2h 54m,174,Crime
Ka Whawhai Tonu,7.3,,1h 55m,115,Crime
Troubleshooters,6.5,,1h 50m,110,Crime
I Heart Robots,4.6,,1h 16m,76,Crime
The Charisma Killers,6.2,,1h 41m,101,Crime
Yudhra,5.0,,2h 22m,142,Crime
UI,6.8,,2h 15m,135,Crime
Je Jatt Vigarh Gya,5.6,,2h 12m,132,Crime
Spiders on a Plane,5.1,,1h 18m,78,Crime
The Moon Thieves,6.1,,1h 48m,108,Crime
Deaner '89,5.9,,1h 30m,90,Crime
Barroz: Guardian of Treasures,3.5,,2h 35m,155,Crime
Nu Huo 12 Xiao Shi,6.0,,1h 26m,86,Crime
Non Negotiable,5.4,,1h 27m,87,Crime
Big Rage,3.6,,1h 55m,115,Crime
Customs Frontline,5.4,,1h 55m,115,Crime
Agents,3.3,,1h 22m,82,Crime
Sasan,8.7,,2h 35m,155,Crime
Razakar: The Silent Genocide of Hyderabad,7.4,,2h 46m,166,Crime
Tiger's Trigger,4.2,,1h 24m,84,Crime
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,,1h 12m,72,Crime
Garudan,7.1,,2h 13m,133,Crime
Mongol,8.6,,2h 35m,155,Crime
Ghost Killer,7.0,,1h 45m,105,Crime
Checkmate,4.3,,1h 44m,104,Crime
Rajakili,6.7,,2h 2m,122,Crime
Crisis Negotiators,6.7,,2h,120,Crime
Baby Assassins: Nice Days,7.3,,1h 43m,103,Crime
Lady Scorpions,3.6,,1h 41m,101,Crime
The Kingdom,7.9,,2h 13m,133,Crime
Mirza: Part 1 - Joker,6.8,,2h 45m,165,Crime
Love You to Debt,6.2,,2h 15m,135,Crime
Mr. Bachchan,3.6,,2h 30m,150,Crime
The Experts,6.1,,2h 1m,121,Crime
Black Creek,7.7,,1h 56m,116,Crime
Go for Broke,5.7,,1h 55m,115,Crime
Babu,7.4,,2h 22m,142,Crime
Eye for an Eye 2,6.6,,1h 30m,90,Crime
Crosspoint,6.5,,1h 40m,100,Crime
Ayalaan,6.0,,2h 35m,155,Crime
Iron Fighter,3.7,,1h 20m,80,Crime
The Day Everything Changed,8.0,,1h 37m,97,Crime
Lal Salaam,4.5,,2h 30m,150,Crime
Midas,4.7,,1h 25m,85,Crime
Mobile Suit Gundam SEED Freedom,6.6,,2h 4m,124,Crime
Paradise,6.9,,1h 23m,83,Crime
Rendel: Cycle of Revenge,3.6,,1h 39m,99,Crime
(Pri)sons,5.0,,1h 40m,100,Crime
Breaking and Re-entering,5.8,,1h 49m,109,Crime
The Plot,4.8,,1h 40m,100,Crime
Baki Hanma VS Kengan Ashura,5.7,,1h 2m,62,Crime
UmroAyyar - A New Beginning,6.9,,2h 15m,135,Crime
Purushothamudu,5.1,,2h,120,Crime
Bidurbhai,9.2,,2h 28m,148,Crime
Aserb: The Squadron,5.2,,2h,120,Crime
Sikaar,8.3,,2h 30m,150,Crime
6 Hours Away,3.9,,1h 33m,93,Crime
Kizumonogatari: Koyomi Vamp,7.0,,2h 24m,144,Crime
Harom Hara,6.6,,2h 34m,154,Crime
Gandhi 3,5.5,,2h 23m,143,Crime
Yuva,5.8,,2h 33m,153,Crime
Appudo Ippudo Eppudo,4.7,,2h,120,Crime
Hit List,5.5,,2h 5m,125,Crime
Road Wars: Max Fury,2.0,,1h 23m,83,Crime
Ruslaan,3.3,,2h,120,Crime
Malayalee from India,5.6,,2h 40m,160,Crime
Fighting the Fire,8.5,,1h 55m,115,Crime
Bangkok Breaking: Heaven and Hell,5.8,,2h 26m,146,Crime
Star Abyss,3.8,,1h 26m,86,Crime
Siren,6.4,,2h 34m,154,Crime
Sabari,6.5,,2h 9m,129,Crime
They Call Her Death,6.8,,1h 32m,92,Crime
Bachhala Malli,8.3,,2h 20m,140,Crime
Correr para Vivir,7.0,,1h 37m,97,Crime
The Heist,6.9,,2h,120,Crime
Anunnakiler,2.5,,1h 16m,76,Crime
First Nights at Freddy's,9.3,,1h 38m,98,Crime
Hunt the Wicked,5.3,,1h 42m,102,Crime
Malaikottai Vaaliban,6.0,,2h 36m,156,Crime
Bureau 749,4.0,,2h 3m,123,Crime
Double Ismart,2.9,,2h 36m,156,Crime
Samandar,7.7,,2h 52m,172,Crime
Operation Valentine,5.3,,2h 13m,133,Crime
The Traveller,5.2,,2h 14m,134,Crime
Alangu,8.1,,2h 11m,131,Crime
The Actor,3.4,,2h 8m,128,Crime
Drive,5.6,,1h 30m,90,Crime
Kondal,5.4,,2h 27m,147,Crime
Clownface 3,9.0,,1h 44m,104,Crime
My Fathers' Daughter,6.7,,1h 18m,78,Crime
The Lost Tiger,7.9,,1h 30m,90,Crime
Bohurupi,8.3,,2h 35m,155,Crime
The Epidemic,5.7,,1h 35m,95,Crime
The Unbreakable Bunch,7.3,,R,0,Crime
12 Gaun,6.3,,2h 27m,147,Crime
Fyre Rises,6.5,,1h 50m,110,Crime
Bhaje Vaayu Vegam,6.1,,2h 16m,136,Crime
Shark Island,3.2,,1h 21m,81,Crime
Buddy,3.8,,2h 17m,137,Crime
Die Chaosschwestern und Pinguin Paul,5.7,,1h 40m,100,Crime
Memes & Nightmares,5.7,,1h 21m,81,Crime
Zebra,7.2,,2h 44m,164,Crime
Camp Blood: Clown Shark,3.3,,1h 10m,70,Crime
Jorge da Capadócia,6.4,,1h 59m,119,Crime
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.9,,1h 30m,90,Crime
Turbo,5.9,,2h 35m,155,Crime
Captain Miller,6.5,,2h 37m,157,Crime
Where Is Gilgamesh?,9.0,,1h 30m,90,Crime
Mazhai Pidikatha Manithan,4.5,,2h 13m,133,Crime
Game On,5.3,,2h 20m,140,Crime
Hitler,5.2,,2h 8m,128,Crime
Por,5.1,,2h 34m,154,Crime
Prepare to Die,4.6,,1h 33m,93,Crime
Red vs. Blue: Restoration,5.6,,1h 25m,85,Crime
Tòkunbò,3.9,,1h 53m,113,Crime
Sucha Soorma,6.4,,2h 16m,136,Crime
Mummy Shark,2.0,,1h 6m,66,Crime
Buying Time,6.2,,1h 24m,84,Crime
Ship of the Damned,2.8,,1h 28m,88,Crime
Bull Shark 2,2.9,,1h 15m,75,Crime
Ghosts of Red Ridge,3.3,,1h 21m,81,Crime
Taklee Genesis x Worlds Collide,5.4,,2h 26m,146,Crime
Bastar: The Naxal Story,6.4,,2h 4m,124,Crime
The Mick and the Trick,4.9,,1h 36m,96,Crime
Mission: Chapter 1,5.9,,2h 24m,144,Crime
Ameena,6.4,,1h 47m,107,Crime
Spirit Riser,6.7,,1h 38m,98,Crime
Touchdown,6.8,,1h 18m,78,Crime
Speed 220,6.8,,1h 54m,114,Crime
Echo 8,3.9,,1h 36m,96,Crime
The Desperate Chase,5.5,,1h 50m,110,Crime
The Omicron Killer,2.9,,1h 38m,98,Crime
Sayen: The Huntress,4.4,,1h 28m,88,Crime
Agastya - Chapter 1,6.9,,2h 48m,168,Crime
Matka,4.7,,2h 36m,156,Crime
Gangs of Godavari,5.0,,2h 45m,165,Crime
Ame no naka no yokujô,5.9,,2h 12m,132,Crime
Losing Lerato 2,9.1,,1h 36m,96,Crime
Kung Fu Games,3.3,,1h 38m,98,Crime
Diabel,5.1,,1h 48m,108,Crime
Shu Si Yi Bo,6.7,,1h 31m,91,Crime
Guy Manley: Super Spy,4.4,,1h 32m,92,Crime
Ballistic,2.2,,1h 35m,95,Crime
The Circuit 4: Faith Fighter,4.3,,1h 30m,90,Crime
I Am What I Am 2,7.5,,2h 14m,134,Crime
DNA,5.1,,2h 36m,156,Crime
The Last Chainsaw Massacre,3.7,,1h 15m,75,Crime
Vixen,5.3,,1h 28m,88,Crime
Young Lion of the West,5.2,,1h 33m,93,Crime
Sunfall,2.3,,1h 14m,74,Crime
Onsen shâku,5.9,,1h 10m,70,Crime
Panjab Files,8.2,,1h 57m,117,Crime
Mathu Vadalara 2,7.0,,2h 19m,139,Crime
Clone Cops,6.2,,1h 36m,96,Crime
Saindhav,5.1,,2h 18m,138,Crime
Blade of Fury,6.1,,1h 30m,90,Crime
Jathara,7.8,,2h 9m,129,Crime
How to Make a Werewolf,5.9,,16+,0,Crime
Mutant,4.5,,1h 30m,90,Crime
High Forces,5.7,,1h 59m,119,Crime
Bonus Trip,4.6,,1h 53m,113,Crime
Formed Police Unit,4.6,,2h,120,Crime
Sous écrous,5.3,,1h 51m,111,Crime
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,,50m,50,Crime
The Infallibles,4.8,,1h 39m,99,Crime
Dange,5.3,,2h 34m,154,Crime
Transformers Prime: Galavatron's Revenge,3.4,,1h 44m,104,Crime
Raju Gari Ammayi Naidu Gari Abbayi,8.2,,2h 38m,158,Crime
Kill Craft,2.4,,1h 39m,99,Crime
24 Hours to D-Day,4.8,,1h 23m,83,Crime
Rebel,3.1,,1h 40m,100,Crime
Thundu,5.0,,2h 5m,125,Crime
The Grey Men,6.4,,1h 37m,97,Crime
Marni: The Story of Wewe Gombel,5.8,,1h 59m,119,Crime
The Wild Blade of Strangers,6.2,,1h 42m,102,Crime
Oru Anveshanathinte Thudakkam,7.1,,3h 1m,181,Crime
Black Storm,6.7,,1h 37m,97,Crime
Dragon Ball Z Kai,8.5,,1h 22m,82,Crime
Bhairadevi,8.7,,2h 14m,134,Crime
The Miranda Brothers,4.4,,1h 39m,99,Crime
Ape X Mecha Ape: New World Order,2.8,,1h 27m,87,Crime
Jithender Reddy,7.9,,2h 16m,136,Crime
Kali,5.1,,1h 36m,96,Crime
Shekko,6.0,,2h,120,Crime
In Tenebras: Into the Darkness,3.3,,1h 30m,90,Crime
Indrani: Epic-1 Dharam vs Karam,7.6,,2h 37m,157,Crime
Dreams,7.6,,1h 46m,106,Crime
Karma,4.1,,1h 51m,111,Crime
Sector 17,5.5,,2h 26m,146,Crime
Gam Gam Ganesha,5.3,,2h 20m,140,Crime
Serra das Almas,5.4,,2h,120,Crime
Devaki Nandana Vasudeva,6.6,,2h 8m,128,Crime
Desperado,5.9,,1h 40m,100,Crime
Athhoi,8.0,,2h 38m,158,Crime
Kadakan,4.0,,2h 8m,128,Crime
Gold Raiders,2.0,,1h 28m,88,Crime
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,,2h 9m,129,Crime
Bandaa Singh Chaudhary,6.2,,1h 53m,113,Crime
Texas Twister,2.5,,1h 28m,88,Crime
Captain Avispa,5.8,,1h 36m,96,Crime
Kamen Rider 555 20th: Paradise Regained,5.9,,1h 5m,65,Crime
Death Game,6.3,,1h 28m,88,Crime
Honeko Akabane's Bodyguards,5.9,,1h 57m,117,Crime
Saint Young Men: Holy Men vs Demon Army,3.0,,1h 33m,93,Crime
Bond of Justice: Kizuna Part I - Encounter,6.2,,1h 32m,92,Crime
Hell City,9.1,,1h 30m,90,Crime
Next to Us,4.8,,2h 5m,125,Crime
The Vampire and the Vigilante,3.6,,1h 15m,75,Crime
Rang De Basanti,8.8,,2h 54m,174,Crime
Polar,4.4,,1h 16m,76,Crime
Love You as the World Ends Final,6.3,,1h 55m,115,Crime
The Alexandrian,3.8,,1h 44m,104,Crime
Shadows of Betrayal: Chronicles of Ian Blair,7.3,,1h 5m,65,Crime
Hiranya,5.6,,2h 18m,138,Crime
London Gangsters,4.3,,1h 44m,104,Crime
SCP: The Infinite Mission,6.0,,16+,0,Crime
Too Little Too Late,5.5,,1h 6m,66,Crime
Lisabi: The Uprising,6.1,,1h 47m,107,Crime
Uninvited,6.5,,1h 33m,93,Crime
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,,1h 40m,100,Crime
Fuuto PI: Portrait of Kamen Rider Skull,7.5,,1h 22m,82,Crime
Dark Fusion,8.5,,1h 30m,90,Crime
Neon Fear,5.8,,40m,40,Crime
Reloaded 2,7.7,,45m,45,Crime
The Evil Three,6.6,,30m,30,Crime
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.0,,1h 56m,116,Crime
Hrashwo Deergha,8.0,,2h 30m,150,Crime
The Slave and the Sorcerer,6.7,,1h 26m,86,Crime
Revenge,1.7,,2h 7m,127,Crime
Gone with the Dead,4.4,,1h 36m,96,Crime
Anchakkallakokkan,6.6,,2h 6m,126,Crime
Megdan: Between Water and Fire,5.4,,1h 46m,106,Crime
Chasing Raine,2.3,,1h 41m,101,Crime
Pottel,8.2,,2h 28m,148,Crime
Marine Drive,9.5,,1h 45m,105,Crime
Exorcism Chronicles: The Beginning,7.1,,1h 25m,85,Crime
Weapon,5.4,,2h,120,Crime
Tariq,6.2,,2h 2m,122,Crime
Sentimentaaal,5.3,,2h 15m,135,Crime
What Happens in Miami,4.3,,1h 30m,90,Crime
Mechanic Rocky,6.5,,2h 36m,156,Crime
Dünya Mali: Eksi Bir,7.2,,2h 13m,133,Crime
Saala,5.7,,2h 10m,130,Crime
Viswam,4.2,,2h 35m,155,Crime
Deadzone,4.1,,1h 20m,80,Crime
Stranded Pearl,6.0,,1h 30m,90,Crime
Bhimaa,5.1,,2h 21m,141,Crime
Bloodline,9.2,,1h 20m,80,Crime
Pranaya Godari,7.8,,2h 28m,148,Crime
Witch Hunter,5.3,,1h 20m,80,Crime
Sacrum Vindictae II,4.5,,1h 54m,114,Crime
Permafrost,5.7,,1h 20m,80,Crime
South Side Hero,5.4,,1h 32m,92,Crime
Yakuza Girl,2.3,,1h 22m,82,Crime
Genis Aile 4: Cevahir & Ulvi,7.0,,1h 30m,90,Crime
Lie Zhan,6.9,,1h 33m,93,Crime
Gravediggers,6.5,,1h 31m,91,Crime
Brattt,4.7,,1h 57m,117,Crime
Second Life,6.7,,1h 45m,105,Crime
Komandir,6.4,,2h 11m,131,Crime
Spider-Man: Final Swing,8.4,,2h 33m,153,Crime
Purushothamudu,7.4,,2h,120,Crime
Major Grom: The Game,6.1,,2h 48m,168,Crime
The Captives,3.5,,1h 13m,73,Crime
Kuang Bao Ju Xi,5.9,,1h 15m,75,Crime
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,,1h 11m,71,Crime
Kamen Rider Gotchard: The Future Daybreak,7.9,,1h 3m,63,Crime
Cholo Zombies,4.6,,1h 36m,96,Crime
Average Student Nani,7.5,,2h 18m,138,Crime
Rob N Roll,6.1,,1h 38m,98,Crime
Usha Parinayam,9.0,,2h 24m,144,Crime
Itutumba ka ng tatay ko,5.3,,1h 49m,109,Crime
Rathnam,5.4,,2h 35m,155,Crime
Emanet,7.9,,1h 37m,97,Crime
Bheema,5.8,,2h 28m,148,Crime
Petta Rap,3.8,,2h 3m,123,Crime
Pariah Volume 1: Every Street Dog Has a Name,6.9,,2h 18m,138,Crime
Dark World,4.9,,2h 15m,135,Crime
The Burden of Nine Lives,4.7,,1h 56m,116,Crime
Pushpaka Vimanam,5.6,,2h 17m,137,Crime
The Worlds Divide,8.1,,2h,120,Crime
Mega Twister,2.5,,1h 15m,75,Crime
Dhaaak,8.6,,2h 8m,128,Crime
Zénithal,5.5,,1h 20m,80,Crime
"Bullets, Brothers and Blood",7.8,,1h 25m,85,Crime
September Babies,5.8,,1h 34m,94,Crime
Death Bitch,7.2,,1h 28m,88,Crime
The Yoshi Movie,7.7,,1h 45m,105,Crime
Angel of the Warrior,8.5,,1h 30m,90,Crime
Kamen Rider Geats: Jyamato Awaking,7.9,,54m,54,Crime
Aho Vikramaarka,7.4,,2h 16m,136,Crime
Villain - Life of a Gangster,8.9,,2h 21m,141,Crime
Warning 2,7.1,,2h 5m,125,Crime
Holy Punch,5.2,,1h 38m,98,Crime
Iddaru,8.8,,2h 28m,148,Crime
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,,1h 15m,75,Crime
The Escapee 3: The Final Escape,2.6,,1h 23m,83,Crime
Pungut,6.9,,1h 40m,100,Crime
Hain,2.9,,1h 35m,95,Crime
Rode College,6.6,,2h 48m,168,Crime
Roxana,3.8,,1h 38m,98,Crime
Neo-Dome,6.7,,15m,15,Crime
Artist Unknown,8.7,,1h 22m,82,Crime
Naa Saami Ranga,4.5,,2h 30m,150,Crime
GATAO: Like Father Like Son,6.8,,1h 40m,100,Crime
Special Needs Revolt!,9.0,,1h 53m,113,Crime
Inanimate Insanity II: The Movie,8.4,,1h 46m,106,Crime
Rocky and Bullwinkle,9.2,,1h 40m,100,Crime
Crypto Storm,4.8,,1h 41m,101,Crime
Raktaksha,8.0,,1h 58m,118,Crime
Raanti,6.6,,1h 55m,115,Crime
Election,5.8,,2h,120,Crime
Chaari 111,4.8,,2h 10m,130,Crime
Hakkenden,5.8,,2h 29m,149,Crime
Dr. Jason II - Lights & Shadows,4.9,,1h 2m,62,Crime
Played,6.2,,1h 36m,96,Crime
Naag Bhoomi,5.7,,2h 10m,130,Crime
Thankamani,4.6,,2h 36m,156,Crime
Breaking Tradition,6.9,,1h 27m,87,Crime
Thiragabadara Saami,6.4,,1h 55m,115,Crime
Abudeka Is Back,5.3,,2h,120,Crime
Abnormal: Buas,5.6,,1h 30m,90,Crime
Krishnamma,6.2,,2h 18m,138,Crime
"Silex and the City, le film",4.9,,1h 17m,77,Crime
Slide or Die the Movie,9.2,,2h 7m,127,Crime
Appu,8.6,,1h 32m,92,Crime
Hide and Seek,8.0,,2h 10m,130,Crime
Killer Ex,3.9,,1h 34m,94,Crime
Nenu Keerthana,8.9,,2h 35m,155,Crime
Haraa,5.3,,2h 16m,136,Crime
Mother Mafia,3.2,,1h 20m,80,Crime
Shri Swapankumarer Badami Hyenar Kobole,5.6,,2h 26m,146,Crime
Anthima Theerpu,7.0,,2h 13m,133,Crime
Charlotte Link - Ohne Schuld,5.5,,1h 29m,89,Crime
Sarangadhariya,8.4,,2h 30m,150,Crime
Blocking the Horse,5.8,,1h 34m,94,Crime
Nothing Unusual,8.9,,1h 32m,92,Crime
The Mystery of Humanoid Puppet,6.7,,1h 28m,88,Crime
Mobile Suit Gundam: Silver Phantom,6.1,,1h 30m,90,Crime
Nasha Jurm Aur Gangsters,6.6,,2h 17m,137,Crime
The SML YTP Movie 2: Dimension Trouble,8.3,,1h 34m,94,Crime
Happy Dragons,4.9,,1h 37m,97,Crime
Surge of Power: Where There's Smoke,6.5,,1h 8m,68,Crime
Joshua: Imai Pol Kaka,4.5,,2h 10m,130,Crime
Ajay Gadu,6.9,,1h 48m,108,Crime
Di Renjie: Tongtian xuan an,7.2,,1h 25m,85,Crime
Rock 'n' Roll Ringo,6.3,,1h 41m,101,Crime
Reeza GTR,7.4,,1h 31m,91,Crime
Snowstorm,4.5,,1h 31m,91,Crime
Cândido,6.3,,1h 39m,99,Crime
Chhota Bheem and the Curse of Damyaan,4.8,,2h 25m,145,Crime
Fights Break Sphere 3,4.7,,1h 21m,81,Crime
Supplier Shankara,9.3,,2h 43m,163,Crime
Shockwaves 2,2.8,,1h 19m,79,Crime
Wilhelm Gustloff,8.7,,1h 50m,110,Crime
Chinatown Chacha,5.1,,1h 43m,103,Crime
Surrender,7.8,,2h 29m,149,Crime
Bullet,9.0,,2h 11m,131,Crime
E-mail,5.4,,1h 59m,119,Crime
Kill the Children first,7.8,,1h 46m,106,Crime
Inkabi,4.7,,1h 41m,101,Crime
Joy Hanu Man,8.9,,2h 23m,143,Crime
The Bodyguard,6.6,,1h 27m,87,Crime
Bloodlust,8.2,,1h 37m,97,Crime
Lorry Chapter-1,5.7,,3h 3m,183,Crime
Joachim and the Apocalypse,7.2,,1h 30m,90,Crime
Operation Star,7.7,,1h 42m,102,Crime
El Duro,5.0,,1h 30m,90,Crime
Mercy Killing,8.7,,2h 11m,131,Crime
Dangerous Boys 2,5.1,,1h 55m,115,Crime
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,,50m,50,Crime
Operation Wakaliga: Fate and Blood,6.7,,1h 6m,66,Crime
Zoloto Umalty,4.9,,1h 49m,109,Crime
Yao Shen Ling,6.7,,1h 33m,93,Crime
Ugravatara,7.9,,2h 2m,122,Crime
Hope & Glory,6.6,,44m,44,Crime
Kiyma: Orman Kanunlari,4.5,,1h 21m,81,Crime
Jigar,7.1,,2h 2m,122,Crime
Jurassic Exorcist,3.8,,1h 16m,76,Crime
The Dragon's Tomb,6.8,,1h 17m,77,Crime
Codename: Devil,5.4,,1h 44m,104,Crime
Zhi Bao,5.7,,1h 40m,100,Crime
Halloween: Mal Eterno,8.2,,50m,50,Crime
Kreem,6.8,,1h 55m,115,Crime
Opportunity,8.9,,1h 36m,96,Crime
Kohinoor,8.1,,1h 59m,119,Crime
Framed,4.9,,Not Rated,0,Crime
Vey Dharuvey,6.4,,2h 7m,127,Crime
Mirg,6.1,,1h 23m,83,Crime
The Very Last Christmas,8.5,,1h 15m,75,Crime
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,,1h 39m,99,Crime
Inherited,9.5,,1h 16m,76,Crime
The Drunken Prodigy,5.7,,1h 47m,107,Crime
The Delegator,4.2,,1h 36m,96,Crime
Skhvatka,5.2,,1h 47m,107,Crime
Inexternal,3.2,,1h 23m,83,Crime
The Journey of Flower,3.9,,1h 37m,97,Crime
The Correct Way of Youth,9.3,,1h 30m,90,Crime
Achilles Curse and the Curse of Treasure,7.4,,2h 5m,125,Crime
Hocus Focus,7.9,,1h 25m,85,Crime
Dhil Raja,9.4,,1h 46m,106,Crime
Raja 420,6.1,,1h 21m,81,Crime
The Bottom Line,6.5,,1h 47m,107,Crime
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,,26m,26,Crime
Combat Code: Hunt,7.4,,1h 16m,76,Crime
Big Brother,8.5,,1h 55m,115,Crime
Kaveri,6.8,,1h 41m,101,Crime
Common Creed: Trafficking,6.7,,1h 46m,106,Crime
Give Me Babies,6.7,,23m,23,Crime
Agent 86,6.7,,1h 27m,87,Crime
Gull Lake Vice II: The Delusion Continues,8.2,,58m,58,Crime
Usire Usire,7.5,,2h 31m,151,Crime
Janna Endoro,8.1,,2h,120,Crime
Dead Hand,4.1,,1h 32m,92,Crime
Firework,6.2,,1h,60,Crime
Day of the Diesels,7.7,,1h 40m,100,Crime
Kaale Angrej,5.5,,2h 11m,131,Crime
Break War,2.4,,1h 26m,86,Crime
Klaantha,6.2,,1h 47m,107,Crime
Mavr,7.5,,1h 23m,83,Crime
Premalo,7.3,,2h 8m,128,Crime
Dheera,7.9,,2h 3m,123,Crime
Mr. Natwarlal,6.4,,2h 10m,130,Crime
Me and the Dragon's Daughter,5.2,,1h 15m,75,Crime
Heavens: The Boy and His Robot,6.3,,1h 38m,98,Crime
Max Beyond,6.6,,1h 33m,93,Crime
Gally Gang Stars,9.0,,2h 37m,157,Crime
Rudra: The Beginning,9.4,,2h 15m,135,Crime
Seetha Kalyana Vaibhogame,8.6,,2h 26m,146,Crime
Rooban,6.5,,2h 5m,125,Crime
Sathyam,7.3,,2h 14m,134,Crime
Vorovka,4.8,,1h 30m,90,Crime
Death Game,5.2,,1h 27m,87,Crime
Kade,6.7,,1h 32m,92,Crime
Atu Nuvve Itu Nuvve,6.5,,2h 3m,123,Crime
Lolipop Gang,3.6,,1h 30m,90,Crime
Useful Idiots,8.3,,1h 32m,92,Crime
The Deal,8.5,,2h 10m,130,Crime
Re Xue Ran Shao,4.2,,1h 53m,113,Crime
Opasni shmatki,5.2,,1h 32m,92,Crime
Vi possiamo salvare,2.7,,1h 29m,89,Crime
Seven Heroes Beat the Monster,6.8,,1h 29m,89,Crime
Jiwa 8 Belas,5.0,,1h 26m,86,Crime
